1687683402979|16|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table member cascade constraints|     drop table member cascade constraints
1688555410030|0|rollback|connection 4|url jdbc:oracle:thin:@localhost:1521:xe||
1688555410035|0|rollback|connection 5|url jdbc:oracle:thin:@localhost:1521:xe||
1688555433605|13|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category cascade constraints|     drop table category cascade constraints
1688555433615|9|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category_item cascade constraints|     drop table category_item cascade constraints
1688555433627|12|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table delivery cascade constraints|     drop table delivery cascade constraints
1688555433644|16|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table item cascade constraints|     drop table item cascade constraints
1688555433657|12|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table member cascade constraints|     drop table member cascade constraints
1688555433672|14|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table order_item cascade constraints|     drop table order_item cascade constraints
1688555433683|11|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table orders cascade constraints|     drop table orders cascade constraints
1688555433686|3|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop sequence hibernate_sequence|     drop sequence hibernate_sequence
1688555433694|2|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|create sequence hibernate_sequence start with 1 increment by  1|create sequence hibernate_sequence start with 1 increment by  1
1688555433704|9|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )
1688555433709|4|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )
1688555433718|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )
1688555433728|9|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )
1688555433741|12|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         name varchar2(255 char),         primary key (member_id)     )|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         name varchar2(255 char),         primary key (member_id)     )
1688555433750|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )
1688555433758|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )
1688555433767|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1688555433774|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1688555433780|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1688555433788|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1688555433794|5|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1688555433802|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1688555433807|5|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1688555435540|9|statement|connection 3|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555435569|0|statement|connection 3|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555435665|0|rollback|connection 3|url jdbc:oracle:thin:@localhost:1521:xe||
1688555435680|1|statement|connection 4|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555435681|0|statement|connection 4|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555435687|0|statement|connection 4|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555435695|0|rollback|connection 4|url jdbc:oracle:thin:@localhost:1521:xe||
1688555435700|0|rollback|connection 5|url jdbc:oracle:thin:@localhost:1521:xe||
1688555783455|12|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category cascade constraints|     drop table category cascade constraints
1688555783465|9|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category_item cascade constraints|     drop table category_item cascade constraints
1688555783479|14|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table delivery cascade constraints|     drop table delivery cascade constraints
1688555783496|16|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table item cascade constraints|     drop table item cascade constraints
1688555783508|11|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table member cascade constraints|     drop table member cascade constraints
1688555783521|12|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table order_item cascade constraints|     drop table order_item cascade constraints
1688555783531|9|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table orders cascade constraints|     drop table orders cascade constraints
1688555783534|3|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop sequence hibernate_sequence|     drop sequence hibernate_sequence
1688555783539|1|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|create sequence hibernate_sequence start with 1 increment by  1|create sequence hibernate_sequence start with 1 increment by  1
1688555783547|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )
1688555783552|4|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )
1688555783560|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )
1688555783569|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )
1688555783576|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         name varchar2(255 char),         primary key (member_id)     )|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         name varchar2(255 char),         primary key (member_id)     )
1688555783584|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )
1688555783591|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )
1688555783600|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1688555783608|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1688555783614|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1688555783622|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1688555783628|5|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1688555783635|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1688555783642|5|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1688555785315|12|statement|connection 3|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555785349|0|statement|connection 3|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555785452|0|rollback|connection 3|url jdbc:oracle:thin:@localhost:1521:xe||
1688555785468|0|statement|connection 4|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555785469|0|statement|connection 4|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555785475|0|statement|connection 4|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555785484|0|rollback|connection 4|url jdbc:oracle:thin:@localhost:1521:xe||
1688555785491|0|statement|connection 5|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555785492|0|statement|connection 5|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555785493|0|statement|connection 5|url jdbc:oracle:thin:@localhost:1521:xe|select hibernate_sequence.nextval from dual|select hibernate_sequence.nextval from dual
1688555785495|0|rollback|connection 5|url jdbc:oracle:thin:@localhost:1521:xe||
1688730039255|25|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category cascade constraints|     drop table category cascade constraints
1688730039278|22|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category_item cascade constraints|     drop table category_item cascade constraints
1688730039298|19|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table delivery cascade constraints|     drop table delivery cascade constraints
1688730039319|20|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table item cascade constraints|     drop table item cascade constraints
1688730039338|18|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table member cascade constraints|     drop table member cascade constraints
1688730039357|18|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table order_item cascade constraints|     drop table order_item cascade constraints
1688730039369|12|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table orders cascade constraints|     drop table orders cascade constraints
1688730039374|4|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop sequence hibernate_sequence|     drop sequence hibernate_sequence
1688730039379|2|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|create sequence hibernate_sequence start with 1 increment by  1|create sequence hibernate_sequence start with 1 increment by  1
1688730039393|12|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )
1688730039399|5|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )
1688730039408|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )
1688730039420|10|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )
1688730039432|11|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         name varchar2(255 char),         primary key (member_id)     )|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         name varchar2(255 char),         primary key (member_id)     )
1688730039443|10|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )
1688730039452|9|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )
1688730039466|13|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1688730039476|9|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1688730039484|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1688730039494|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1688730039503|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1688730039512|9|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1688730039521|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1688730183744|16|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category cascade constraints|     drop table category cascade constraints
1688730183755|10|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category_item cascade constraints|     drop table category_item cascade constraints
1688730183768|12|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table delivery cascade constraints|     drop table delivery cascade constraints
1688730183784|15|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table item cascade constraints|     drop table item cascade constraints
1688730183796|11|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table member cascade constraints|     drop table member cascade constraints
1688730183811|15|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table order_item cascade constraints|     drop table order_item cascade constraints
1688730183823|11|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table orders cascade constraints|     drop table orders cascade constraints
1688730183827|3|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop sequence hibernate_sequence|     drop sequence hibernate_sequence
1688730183831|1|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|create sequence hibernate_sequence start with 1 increment by  1|create sequence hibernate_sequence start with 1 increment by  1
1688730183839|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )|     create table category (        category_id number(19,0) not null,         name varchar2(255 char),         parent_id number(19,0),         primary key (category_id)     )
1688730183844|3|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )|     create table category_item (        category_id number(19,0) not null,         item_id number(19,0) not null     )
1688730183851|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )|     create table delivery (        delivery_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         status varchar2(255 char),         primary key (delivery_id)     )
1688730183860|8|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )|     create table item (        dtype varchar2(31 char) not null,         item_id number(19,0) not null,         name varchar2(255 char),         price number(10,0) not null,         stock_quantity number(10,0) not null,         artist varchar2(255 char),         exc varchar2(255 char),         author varchar2(255 char),         isbn varchar2(255 char),         actor varchar2(255 char),         director varchar2(255 char),         primary key (item_id)     )
1688730183867|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         name varchar2(255 char),         primary key (member_id)     )|     create table member (        member_id number(19,0) not null,         city varchar2(255 char),         street varchar2(255 char),         zipcode varchar2(255 char),         name varchar2(255 char),         primary key (member_id)     )
1688730183875|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )|     create table order_item (        order_item_id number(19,0) not null,         count number(10,0) not null,         order_price number(10,0) not null,         item_id number(19,0),         order_id number(19,0),         primary key (order_item_id)     )
1688730183883|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )|     create table orders (        order_id number(19,0) not null,         order_date timestamp,         status varchar2(255 char),         delivery_id number(19,0),         member_id number(19,0),         primary key (order_id)     )
1688730183894|9|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category|     alter table category         add constraint FK2y94svpmqttx80mshyny85wqr         foreign key (parent_id)         references category
1688730183901|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item|     alter table category_item         add constraint FKu8b4lwqutcdq3363gf6mlujq         foreign key (item_id)         references item
1688730183909|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category|     alter table category_item         add constraint FKcq2n0opf5shyh84ex1fhukcbh         foreign key (category_id)         references category
1688730183916|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item|     alter table order_item         add constraint FKija6hjjiit8dprnmvtvgdp6ru         foreign key (item_id)         references item
1688730183924|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders|     alter table order_item         add constraint FKt4dc2r9nbvbujrljv3e23iibt         foreign key (order_id)         references orders
1688730183931|7|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery|     alter table orders         add constraint FKtkrur7wg4d8ax0pwgo0vmy20c         foreign key (delivery_id)         references delivery
1688730183938|6|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member|     alter table orders         add constraint FKpktxwhj3x9m4gth5ff6bkqgeb         foreign key (member_id)         references member
1688730255662|14|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category cascade constraints|     drop table category cascade constraints
1688730255674|11|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table category_item cascade constraints|     drop table category_item cascade constraints
1688730255688|13|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table delivery cascade constraints|     drop table delivery cascade constraints
1688730255703|14|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table item cascade constraints|     drop table item cascade constraints
1688730255715|11|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table member cascade constraints|     drop table member cascade constraints
1688730255735|19|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table order_item cascade constraints|     drop table order_item cascade constraints
1688730255761|25|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop table orders cascade constraints|     drop table orders cascade constraints
1688730255765|3|statement|connection 1|url jdbc:oracle:thin:@localhost:1521:xe|     drop sequence hibernate_sequence|     drop sequence hibernate_sequence
1688730255770|2|statement|connection 2|url jdbc:oracle:thin:@localhost:1521:xe|create sequence hibernate_sequence start with 1 increment by  1|create sequence hibernate_sequence start with 1 increment by  1
